name,team,year,season,position,brand,card_number,horizontal,rookie_card,opening_day,asg,count,special,attax,future_stars,chrome,gallery,first_bowman,parallel,refractor,all_star_rookie,stadium_club,heritage,allen_ginter,auto,numbered,notes
Austin Barnes,Los Angeles Dodgers,2022,2021,C,topps,420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trea Turner,Los Angeles Dodgers,2022,2021,SS,topps,550,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Justin Bruihl,Los Angeles Dodgers,2022,2021,P,topps,658,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Cody Bellinger,Los Angeles Dodgers,2022,2021,OF,topps,443,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Gavin Lux,Los Angeles Dodgers,2022,2021,2B,topps,389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Max Muncy,Los Angeles Dodgers,2022,2021,1B,topps,572,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Kenley Jansen,Los Angeles Dodgers,2022,2021,P,topps,396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
A.J. Pollock,Los Angeles Dodgers,2022,2021,OF,topps,608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Walker Buehler,Los Angeles Dodgers,2022,2021,P,topps,438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Pepiot,Los Angeles Dodgers,2022,2021,P,topps,US109,0,1,0,0,1,1,0,0,0,0,0,orange,1,0,0,0,0,0,295/299,
Julio Urias,Los Angeles Dodgers,2023,2022,P,topps,280,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Clayton Kershaw,Los Angeles Dodgers,2023,2022,P,topps,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Mookie Betts,Los Angeles Dodgers,2023,2022,OF,topps,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Freddie Freeman,Los Angeles Dodgers,2023,2022,1B,topps,22GH-8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Greatest Hits 2022
Freddie Freeman,Los Angeles Dodgers,2023,2022,1B,topps,SMLB-27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Stars of MLB
Gavin Lux,Los Angeles Dodgers,2023,2022,"2B, OF",topps,247,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
